Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of Use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Customer Value,Churn
6,No,30,1,3200,45,22,18,middle-aged,Pay as you go,Active,320.15,No
1,Yes,22,0,750,10,3,6,older,Pay as you go,Non-Active,78.9,Yes
9,No,36,1,4800,65,35,30,younger,Pay as you go,Active,550.0,No
3,No,33,0,1800,28,14,12,middle-aged,Pay as you go,Non-Active,210.4,No
0,No,18,0,400,5,8,4,youngest,Pay as you go,Non-Active,45.6,Yes
11,No,40,2,6500,85,70,40,older,Pay as you go,Active,680.25,No
4,Yes,28,0,2200,32,9,16,younger,Pay as you go,Non-Active,165.0,Yes
8,No,35,1,3900,55,40,25,middle-aged,Pay as you go,Active,440.3,No
2,No,29,0,900,14,6,7,younger,Contractual,Active,95.8,No
14,No,38,2,7000,95,90,45,middle-aged,Pay as you go,Active,780.5,No
1,No,20,0,600,8,2,5,older,Pay as you go,Non-Active,56.0,Yes
5,No,32,1,2800,38,18,20,younger,Contractual,Active,300.0,No
16,No,41,3,8500,110,130,50,middle-aged,Pay as you go,Active,910.8,No
3,No,26,0,1500,22,12,10,youngest,Pay as you go,Non-Active,130.2,No
6,Yes,24,0,2600,40,25,17,older,Pay as you go,Non-Active,220.5,Yes
10,No,37,1,5400,72,50,35,younger,Pay as you go,Active,605.0,No
0,No,15,0,320,4,1,3,younger,Pay as you go,Non-Active,38.4,Yes
7,No,34,1,3600,50,28,22,middle-aged,Pay as you go,Active,420.6,No
4,No,31,0,1900,30,15,13,middle-aged,Pay as you go,Active,152.0,No
3,No,36,1,1200,30,2,10,middle-aged,Pay as you go,Non-Active,120.5,No
1,No,28,1,3500,60,15,20,younger,Pay as you go,Active,350.2,No
8,No,40,0,5000,90,35,30,older,Pay as you go,Active,510.7,No
12,Yes,35,1,8000,120,85,40,middle-aged,Pay as you go,Non-Active,880.3,Yes
5,No,30,0,2500,40,8,15,younger,Pay as you go,Active,275.6,No
2,No,38,0,6000,80,28,25,middle-aged,Contractual,Active,640.1,No
9,No,25,2,4000,70,48,35,younger,Pay as you go,Active,460.9,No
0,No,42,0,1800,20,1,8,older,Pay as you go,Active,190.4,No
15,Yes,32,2,9000,140,130,50,middle-aged,Pay as you go,Non-Active,720.8,Yes
4,No,34,1,3000,50,12,18,younger,Pay as you go,Active,385.0,No
13,Yes,45,3,11000,160,250,55,middle-aged,Pay as you go,Non-Active,995.2,Yes
2,No,27,0,800,15,0,6,youngest,Pay as you go,Non-Active,82.3,No
6,No,39,1,4800,85,60,28,older,Pay as you go,Active,540.6,No
2,No,24,0,680,8,5,4,younger,Pay as you go,Active,55.2,No
6,Yes,30,0,2100,30,15,12,middle-aged,Pay as you go,Non-Active,180.4,Yes
10,No,36,1,4500,60,40,25,middle-aged,Pay as you go,Active,350.2,No
12,No,40,1,6200,80,50,30,older,Pay as you go,Active,500.0,No
15,Yes,38,2,10000,120,80,45,older,Contractual,Non-Active,800.5,Yes
18,No,42,3,15000,160,150,60,middle-aged,Contractual,Active,1200.0,No
1,No,18,0,900,12,3,6,youngest,Pay as you go,Non-Active,75.8,No
5,Yes,28,0,2800,40,20,18,younger,Pay as you go,Active,220.0,Yes
8,No,34,1,3900,55,30,22,younger,Pay as you go,Active,310.5,No
11,No,37,1,5600,75,60,28,middle-aged,Pay as you go,Active,450.3,No
14,No,35,2,8000,100,90,35,older,Pay as you go,Non-Active,650.0,No
3,No,22,0,1150,18,8,8,younger,Pay as you go,Active,95.5,No
7,No,32,0,3200,45,25,20,middle-aged,Pay as you go,Non-Active,260.8,No
9,Yes,33,1,4800,65,35,24,younger,Pay as you go,Active,380.0,No
13,No,39,1,6500,85,55,32,older,Contractual,Active,520.4,No
16,No,36,2,8800,110,70,40,middle-aged,Pay as you go,Active,700.0,No
4,No,20,0,1800,25,12,10,youngest,Pay as you go,Active,150.0,No
10,No,34,1,5400,70,45,26,middle-aged,Pay as you go,Non-Active,430.0,No
17,No,41,2,11000,130,100,50,older,Contractual,Active,900.0,No
19,Yes,38,3,14000,150,140,55,younger,Pay as you go,Active,1100.0,No
2,No,28,0,520,8,3,4,older,Pay as you go,Non-Active,50.0,Yes
4,No,34,0,1200,20,12,10,younger,Pay as you go,Active,120.0,No
7,No,36,1,2800,45,25,20,middle-aged,Pay as you go,Active,250.0,No
10,Yes,40,1,4200,70,40,30,younger,Contractual,Active,400.0,No
12,No,38,2,6500,90,70,38,middle-aged,Pay as you go,Active,600.0,No
14,No,42,2,8800,110,90,45,younger,Contractual,Active,800.0,No
16,No,41,3,10500,130,120,55,middle-aged,Contractual,Active,1000.0,No
1,No,25,0,350,5,1,3,older,Pay as you go,Non-Active,30.0,Yes
5,No,32,0,1800,30,15,14,younger,Pay as you go,Active,180.0,No
8,No,35,1,3300,55,30,22,middle-aged,Pay as you go,Active,300.0,No
11,Yes,37,1,5000,75,50,32,younger,Contractual,Active,450.0,No
13,No,39,2,7500,100,65,40,middle-aged,Pay as you go,Active,700.0,No
15,No,43,3,9500,120,110,50,younger,Contractual,Active,900.0,No
3,No,30,0,1500,25,8,12,older,Pay as you go,Non-Active,150.0,Yes
11,No,36,2,5500,80,55,35,middle-aged,Contractual,Active,500.0,No
9,Yes,33,1,3800,60,35,25,younger,Pay as you go,Active,350.0,No
13,No,40,2,7000,95,60,42,middle-aged,Pay as you go,Active,650.0,No
15,No,42,2,9200,115,100,48,younger,Contractual,Active,850.0,No
18,No,44,3,12000,140,140,60,middle-aged,Contractual,Active,1100.0,No
2,No,27,0,700,10,5,6,older,Pay as you go,Non-Active,75.0,Yes
6,No,36,1,5120,68,45,28,middle-aged,Pay as you go,Active,523.4,No
3,No,24,0,1890,25,12,9,younger,Pay as you go,Non-Active,152.75,Yes
10,No,42,2,9800,130,72,45,older,Contractual,Active,890.6,No
1,No,18,0,820,14,5,6,youngest,Pay as you go,Non-Active,78.3,Yes
8,Yes,29,1,4550,60,33,22,middle-aged,Pay as you go,Non-Active,410.95,Yes
14,No,38,3,11200,145,180,60,younger,Contractual,Active,1245.0,No
2,No,22,0,720,10,3,4,younger,Pay as you go,Non-Active,67.5,Yes
5,No,35,0,3400,48,28,18,middle-aged,Pay as you go,Active,305.25,No
9,Yes,40,2,7200,95,55,34,older,Pay as you go,Non-Active,680.8,Yes
4,No,31,0,2760,38,20,14,younger,Pay as you go,Active,234.9,No
12,No,37,3,10500,140,110,50,middle-aged,Contractual,Active,950.1,No
0,No,26,0,480,8,2,5,older,Pay as you go,Non-Active,45.6,Yes
7,No,33,1,5900,78,40,26,younger,Pay as you go,Active,520.75,No
3,Yes,20,0,2100,30,15,11,youngest,Pay as you go,Non-Active,180.4,Yes
11,No,41,2,8500,112,65,38,middle-aged,Contractual,Active,760.35,No
1,No,34,0,1100,18,8,7,younger,Pay as you go,Active,98.9,No
16,Yes,45,4,13200,170,200,65,older,Contractual,Non-Active,1340.5,Yes
5,No,30,1,3200,42,22,17,middle-aged,Pay as you go,Active,272.8,No
0,No,27,0,590,9,4,3,younger,Pay as you go,Non-Active,55.2,Yes
13,No,39,3,11500,155,95,55,middle-aged,Contractual,Active,1085.9,No
5,Yes,33,0,2700,36,3,15,younger,Pay as you go,Non-Active,134.2,Yes
1,No,34,0,520,3,12,6,older,Pay as you go,Non-Active,42.1,Yes
10,No,36,1,2280,45,35,32,middle-aged,Pay as you go,Non-Active,231.0,Yes
2,No,35,0,1050,13,11,3,older,Pay as you go,Non-Active,53.0,Yes
6,No,40,0,430,13,40,7,middle-aged,Pay as you go,Non-Active,175.5,Yes
19,No,38,1,3190,61,63,49,older,Pay as you go,Non-Active,238.0,Yes
17,No,26,0,660,36,2,15,younger,Pay as you go,Non-Active,37.0,Yes
33,Yes,35,1,1875,64,45,35,middle-aged,Pay as you go,Non-Active,255.0,Yes
14,Yes,36,1,5830,99,27,25,younger,Pay as you go,Active,385.0,Yes
13,Yes,36,1,5825,98,26,24,younger,Pay as you go,Active,386.5,Yes
5,No,34,1,2445,55,8,30,youngest,Pay as you go,Active,177.0,No
1,No,16,0,1590,22,31,16,younger,Pay as you go,Active,209.0,No
8,No,41,1,11440,159,20,52,older,Pay as you go,Active,339.0,No
10,No,34,0,2295,51,8,14,middle-aged,Pay as you go,Non-Active,123.0,No
1,No,37,0,1550,28,5,10,middle-aged,Pay as you go,Active,80.5,No
13,No,35,3,9420,126,159,57,middle-aged,Pay as you go,Active,1015.0,No
5,No,36,0,4410,79,5,27,middle-aged,Pay as you go,Active,197.0,No
11,No,28,0,820,32,43,12,middle-aged,Pay as you go,Non-Active,203.5,No
16,No,39,2,7225,83,125,43,younger,Pay as you go,Active,888.0,No
13,No,37,2,5945,105,59,29,middle-aged,Pay as you go,Active,475.0,No
3,No,29,0,1200,15,8,7,younger,Pay as you go,Non-Active,89.5,Yes
7,Yes,35,1,3400,45,22,19,middle-aged,Pay as you go,Non-Active,312.75,Yes
11,No,38,2,5800,80,55,32,older,Pay as you go,Active,620.3,No
1,No,25,0,700,8,3,4,youngest,Pay as you go,Non-Active,41.1,Yes
9,No,36,2,7200,95,48,41,middle-aged,Contractual,Active,510.6,No
2,No,22,0,980,18,12,8,younger,Pay as you go,Active,87.2,No
14,No,44,3,10500,140,110,60,older,Contractual,Active,940.0,No
5,Yes,31,1,2600,38,9,14,younger,Pay as you go,Non-Active,175.44,Yes
6,No,34,1,4100,55,20,23,middle-aged,Pay as you go,Active,255.2,No
0,No,19,0,540,6,2,3,older,Pay as you go,Non-Active,49.8,Yes
12,No,40,2,8900,110,75,45,middle-aged,Contractual,Active,720.5,No
4,No,33,0,1900,28,14,11,younger,Pay as you go,Non-Active,132.1,No
8,Yes,37,1,4600,65,33,27,older,Pay as you go,Non-Active,420.8,Yes
2,No,17,0,820,10,5,6,youngest,Pay as you go,Active,65.9,No
16,No,42,3,11400,150,130,55,middle-aged,Contractual,Active,805.6,No
3,No,30,1,2150,32,18,16,younger,Pay as you go,Active,155.9,No
20,No,46,4,13500,170,200,65,older,Contractual,Active,1120.0,No
1,No,23,0,450,5,1,2,youngest,Pay as you go,Non-Active,35.4,Yes
10,No,33,1,3900,52,25,22,middle-aged,Pay as you go,Active,390.0,No
13,Yes,39,2,6700,88,60,38,older,Contractual,Non-Active,615.1,Yes
2,No,22,0,1050,18,5,8,older,Pay as you go,Non-Active,87.5,Yes
4,No,36,1,2100,32,14,12,middle-aged,Pay as you go,Active,184.2,No
7,Yes,29,1,3800,55,28,22,younger,Pay as you go,Non-Active,312.7,Yes
10,No,38,2,5200,78,55,30,middle-aged,Pay as you go,Active,452.1,No
14,No,41,2,6700,102,72,38,younger,Contractual,Active,598.4,No
16,No,34,2,8100,125,95,45,middle-aged,Pay as you go,Active,720.9,No
19,Yes,27,3,9500,140,120,52,younger,Pay as you go,Active,860.3,No
22,No,40,3,11000,160,150,60,youngest,Contractual,Active,1012.5,No
1,No,18,0,620,10,3,4,older,Pay as you go,Non-Active,52.3,Yes
6,No,33,1,3100,48,20,18,middle-aged,Pay as you go,Active,278.6,No
8,No,35,1,4200,65,35,24,younger,Pay as you go,Active,380.0,No
15,Yes,26,2,7400,110,80,42,middle-aged,Pay as you go,Non-Active,675.2,Yes
3,No,31,0,1300,22,7,10,older,Pay as you go,Active,110.8,No
9,No,37,1,4800,72,48,28,younger,Contractual,Active,420.3,No
12,No,39,2,6000,90,62,34,middle-aged,Pay as you go,Active,550.9,No
4,No,21,0,1800,28,12,14,younger,Pay as you go,Non-Active,150.6,Yes
20,Yes,32,3,10300,150,135,55,youngest,Pay as you go,Active,940.0,No
5,No,36,1,2600,40,18,16,middle-aged,Pay as you go,Active,230.4,No
11,No,30,2,5400,84,50,32,older,Pay as you go,Non-Active,480.7,No
7,No,34,1,3600,58,26,20,younger,Pay as you go,Active,320.5,No
2,No,30,0,1225,25,8,7,younger,Pay as you go,Non-Active,45.2,Yes
3,No,32,0,1680,34,14,11,younger,Pay as you go,Non-Active,89.7,Yes
4,No,35,0,2150,46,21,15,middle-aged,Pay as you go,Active,152.3,No
4,No,33,0,2610,55,26,19,middle-aged,Pay as you go,Active,210.5,No
5,No,36,0,3150,64,31,23,middle-aged,Pay as you go,Active,278.9,No
5,No,38,1,3680,73,36,27,middle-aged,Pay as you go,Active,335.4,No
6,No,37,1,4220,84,42,31,older,Pay as you go,Active,412.6,No
7,No,40,1,4780,95,48,35,older,Pay as you go,Active,498.1,Yes
8,No,42,2,5250,104,53,39,older,Pay as you go,Active,567.3,No
8,No,39,2,5720,114,58,43,older,Pay as you go,Active,645.8,No
9,No,41,2,6280,124,63,47,oldest,Pay as you go,Active,720.4,No
3,No,32,0,1180,22,5,8,middle-aged,Pay as you go,Non-Active,82.5,Yes
8,Yes,36,1,4520,67,42,24,younger,Pay as you go,Active,310.2,No
14,No,40,2,8100,105,85,45,middle-aged,Contractual,Active,645.8,No
5,No,28,0,2100,38,12,15,youngest,Pay as you go,Non-Active,125.4,Yes
11,No,35,2,5800,90,60,30,older,Pay as you go,Active,470.3,No
1,No,30,0,720,10,3,6,older,Pay as you go,Non-Active,52.0,Yes
20,Yes,38,3,11000,140,120,55,younger,Contractual,Active,890.0,No
6,No,33,0,2600,48,8,18,middle-aged,Pay as you go,Active,180.6,No
9,No,31,1,3900,60,35,22,younger,Pay as you go,Active,275.5,No
2,No,26,0,600,8,1,4,youngest,Pay as you go,Non-Active,48.3,Yes
12,No,37,2,6600,95,70,38,middle-aged,Pay as you go,Active,520.7,No
4,No,34,0,1900,34,15,11,older,Pay as you go,Non-Active,155.0,No
18,Yes,39,3,9800,130,140,50,younger,Contractual,Active,890.0,No
0,No,29,0,1350,18,6,10,middle-aged,Pay as you go,Active,95.2,No
10,No,36,1,5000,75,50,28,older,Pay as you go,Active,410.0,No
3,No,27,0,910,15,2,7,younger,Pay as you go,Non-Active,68.7,Yes
16,No,41,3,8700,115,90,48,middle-aged,Contractual,Active,720.0,No
7,No,32,0,3050,52,22,20,younger,Pay as you go,Active,210.8,No
4,No,31,0,1750,30,9,12,older,Pay as you go,Non-Active,150.0,No
12,No,35,1,4800,72,38,26,middle-aged,Pay as you go,Active,380.4,No
5,No,30,0,3000,40,20,15,middle-aged,Pay as you go,Active,350.0,No
8,No,36,1,5000,70,50,30,younger,Pay as you go,Active,600.0,No
2,No,34,0,1000,15,5,8,older,Pay as you go,Non-Active,120.0,Yes
12,No,40,2,7000,90,100,45,middle-aged,Contractual,Active,800.0,No
6,No,28,0,2000,30,15,18,younger,Pay as you go,Active,250.0,No
10,No,35,1,4000,60,40,25,middle-aged,Pay as you go,Active,450.0,No
0,No,20,0,600,8,2,4,oldest,Pay as you go,Non-Active,90.0,Yes
15,Yes,38,2,6000,85,60,40,younger,Pay as you go,Active,700.0,No
20,Yes,45,3,12000,150,200,70,middle-aged,Contractual,Active,1500.0,No
4,No,32,0,2800,35,12,20,older,Pay as you go,Active,320.0,No
7,No,33,1,4500,65,30,28,younger,Pay as you go,Active,520.0,No
3,No,25,0,1500,20,8,10,older,Pay as you go,Non-Active,180.0,No
18,No,37,2,8000,100,80,50,middle-aged,Pay as you go,Active,920.0,No
6,No,34,0,3500,50,25,22,younger,Pay as you go,Active,420.0,No
5,No,29,0,2200,32,18,14,middle-aged,Pay as you go,Active,280.0,No
1,No,22,0,800,10,3,6,oldest,Pay as you go,Non-Active,110.0,No
11,No,36,1,5500,75,45,35,younger,Pay as you go,Active,630.0,No
4,No,27,0,1700,22,10,12,older,Pay as you go,Non-Active,200.0,Yes
9,No,31,1,4200,55,35,26,middle-aged,Pay as you go,Active,500.0,No
6,No,33,0,3100,45,22,18,younger,Pay as you go,Active,380.0,No
1,No,18,0,580,8,2,4,youngest,Pay as you go,Non-Active,30.0,Yes
0,No,25,0,720,12,5,7,younger,Pay as you go,Active,55.0,No
2,No,30,0,1050,18,3,9,younger,Pay as you go,Active,80.0,No
3,No,34,0,1400,22,7,11,younger,Pay as you go,Active,110.0,No
4,No,36,0,1750,28,10,14,middle-aged,Pay as you go,Active,150.0,No
5,No,38,0,2100,35,12,18,middle-aged,Pay as you go,Active,200.0,No
6,No,40,1,2800,42,18,22,middle-aged,Pay as you go,Active,260.0,No
8,No,41,1,3500,50,25,26,middle-aged,Pay as you go,Active,320.0,No
10,Yes,35,1,4200,60,30,30,older,Pay as you go,Non-Active,380.0,Yes
9,No,42,1,4800,68,35,32,middle-aged,Contractual,Active,430.0,No
12,No,36,1,5300,75,40,35,older,Pay as you go,Active,480.0,No
7,No,39,2,5800,82,45,38,older,Pay as you go,Active,520.0,No
14,Yes,31,2,6400,90,50,40,older,Pay as you go,Non-Active,580.0,Yes
11,No,44,2,7100,100,60,43,older,Contractual,Active,650.0,No
16,No,37,2,7900,110,70,47,older,Pay as you go,Active,720.0,No
18,Yes,28,2,8700,120,80,50,oldest,Pay as you go,Non-Active,800.0,Yes
13,No,40,3,9500,130,90,52,older,Pay as you go,Active,880.0,No
15,No,43,3,10400,140,100,55,oldest,Contractual,Active,960.0,No
20,No,38,3,11200,150,110,58,older,Pay as you go,Active,1040.0,No
22,No,45,3,12000,160,120,60,oldest,Pay as you go,Active,1120.0,No
12,No,38,2,5278,89,45,31,younger,Pay as you go,Active,612.34,No
3,No,28,0,712,12,8,6,older,Pay as you go,Non-Active,87.21,Yes
8,No,35,1,3890,67,32,23,middle-aged,Pay as you go,Active,423.5,No
18,No,41,3,9230,142,167,59,middle-aged,Pay as you go,Active,1012.8,No
5,No,22,0,1340,22,14,11,youngest,Pay as you go,Active,156.33,No
15,Yes,36,2,6840,110,74,40,younger,Pay as you go,Active,725.6,Yes
1,No,31,0,398,5,3,4,older,Pay as you go,Non-Active,42.1,Yes
7,No,40,1,2610,48,22,18,middle-aged,Contractual,Active,288.75,No
11,No,37,2,4720,76,51,29,younger,Pay as you go,Active,514.9,No
6,No,29,0,1820,34,9,13,middle-aged,Pay as you go,Non-Active,203.48,No
14,No,39,3,7510,118,92,47,younger,Pay as you go,Active,834.25,No
2,No,26,0,610,9,6,5,older,Pay as you go,Non-Active,67.9,Yes
9,No,34,1,3150,55,28,21,middle-aged,Pay as you go,Active,347.12,No
20,Yes,42,3,8720,135,141,54,youngest,Contractual,Active,963.7,Yes
4,No,30,0,1050,18,12,8,older,Pay as you go,Non-Active,118.54,No
10,No,36,2,5210,83,63,35,middle-aged,Pay as you go,Active,576.43,No
0,No,19,0,290,3,1,2,older,Pay as you go,Non-Active,31.08,Yes
13,No,33,2,4400,72,39,26,younger,Pay as you go,Active,468.95,No
16,No,38,2,6980,105,88,44,middle-aged,Contractual,Active,779.22,No
7,Yes,35,1,2370,41,17,16,middle-aged,Pay as you go,Active,262.8,Yes
5,No,36,0,1800,30,10,12,younger,Pay as you go,Active,150.0,No
8,No,34,1,3500,55,25,20,middle-aged,Pay as you go,Active,340.0,No
10,No,35,1,4800,70,40,30,middle-aged,Pay as you go,Active,520.0,No
15,No,37,2,6200,90,60,40,older,Pay as you go,Active,780.0,No
20,Yes,38,3,9500,130,100,55,older,Contractual,Non-Active,1100.0,Yes
2,No,32,0,800,15,5,8,youngest,Pay as you go,Active,65.0,No
9,No,33,1,4000,60,30,25,middle-aged,Pay as you go,Active,420.0,No
18,Yes,36,2,8000,110,80,45,older,Contractual,Non-Active,950.0,Yes
6,No,35,0,2800,45,15,15,younger,Pay as you go,Active,280.0,No
12,No,34,1,5500,80,50,35,middle-aged,Pay as you go,Active,630.0,No
16,No,39,2,7000,100,70,42,older,Pay as you go,Non-Active,870.0,Yes
4,No,30,0,1600,25,8,10,younger,Pay as you go,Active,130.0,No
10,No,36,1,4500,65,35,22,middle-aged,Pay as you go,Active,480.0,No
14,No,37,2,6000,85,55,38,middle-aged,Pay as you go,Active,720.0,No
19,Yes,40,3,9000,120,90,50,older,Contractual,Non-Active,1000.0,Yes
5,No,33,0,2200,35,12,14,younger,Pay as you go,Active,190.0,No
11,No,35,1,5000,75,45,28,middle-aged,Pay as you go,Active,550.0,No
15,No,38,2,6500,95,65,40,older,Pay as you go,Non-Active,830.0,Yes
1,No,28,0,600,10,3,5,youngest,Pay as you go,Active,45.0,No
12,No,36,1,5300,78,48,32,middle-aged,Pay as you go,Active,610.0,No
2,No,34,0,1200,18,5,6,younger,Pay as you go,Active,85.0,No
1,No,36,0,1500,22,8,7,younger,Pay as you go,Active,120.0,No
3,No,30,1,2200,35,12,10,middle-aged,Pay as you go,Active,210.0,No
5,No,25,1,3200,50,20,18,middle-aged,Pay as you go,Non-Active,310.0,Yes
0,No,38,0,1800,25,6,8,younger,Pay as you go,Active,150.0,No
8,No,41,2,6500,90,40,30,middle-aged,Pay as you go,Active,680.0,No
6,No,35,2,4500,70,25,22,middle-aged,Pay as you go,Active,430.0,No
0,No,20,0,800,10,2,4,youngest,Pay as you go,Non-Active,55.0,Yes
12,No,40,3,9500,120,80,50,older,Contractual,Active,920.0,No
10,Yes,36,3,7800,105,60,40,middle-aged,Pay as you go,Active,740.0,Yes
4,No,32,1,2800,40,15,12,younger,Pay as you go,Active,260.0,No
2,No,28,0,2000,28,9,9,younger,Pay as you go,Non-Active,175.0,Yes
7,No,37,2,5200,80,35,26,middle-aged,Pay as you go,Active,510.0,No
5,No,34,1,4000,65,22,20,middle-aged,Pay as you go,Active,380.0,No
15,Yes,45,3,11500,140,100,55,older,Contractual,Active,1100.0,No
1,No,33,0,1600,20,5,6,younger,Pay as you go,Active,130.0,No
6,No,29,2,4800,75,30,24,middle-aged,Pay as you go,Non-Active,470.0,Yes
9,No,39,3,6000,85,45,32,older,Pay as you go,Active,600.0,No
11,No,42,3,8500,115,70,48,middle-aged,Contractual,Active,820.0,No
4,Yes,22,1,3600,55,18,16,younger,Pay as you go,Non-Active,350.0,Yes
3,No,30,0,1500,23,18,8,younger,Pay as you go,Active,150.0,No
5,No,35,1,2500,38,30,13,middle-aged,Pay as you go,Active,250.0,No
10,No,40,2,4000,60,48,20,middle-aged,Pay as you go,Active,400.0,No
8,Yes,38,2,6000,90,72,30,older,Pay as you go,Non-Active,600.0,Yes
12,No,36,3,8000,120,96,40,middle-aged,Contractual,Active,800.0,No
2,No,25,0,1000,15,12,5,youngest,Pay as you go,Non-Active,100.0,Yes
7,No,33,1,3500,53,42,18,younger,Pay as you go,Active,350.0,No
15,Yes,45,2,7000,105,84,35,older,Pay as you go,Non-Active,700.0,No
11,No,28,2,5500,83,66,28,middle-aged,Pay as you go,Active,550.0,No
4,No,32,0,2000,30,24,10,younger,Pay as you go,Active,200.0,No
3,No,30,0,900,10,4,3,younger,Pay as you go,Active,45.2,No
5,No,34,0,1200,18,6,6,younger,Pay as you go,Active,98.7,No
2,No,36,1,1600,25,9,9,middle-aged,Pay as you go,Active,150.3,No
6,No,29,1,2200,38,12,12,middle-aged,Pay as you go,Non-Active,210.5,No
8,No,40,2,2800,50,18,16,middle-aged,Pay as you go,Active,280.0,No
11,Yes,35,2,3500,62,25,20,older,Pay as you go,Active,350.8,Yes
7,No,33,2,4200,75,30,24,middle-aged,Pay as you go,Active,420.1,No
14,No,38,3,5100,88,40,28,younger,Pay as you go,Active,490.6,No
10,No,41,3,6000,100,50,32,middle-aged,Contractual,Active,560.2,No
18,No,37,3,6800,115,60,36,older,Pay as you go,Active,630.0,No
12,No,39,3,7500,128,70,40,younger,Pay as you go,Active,700.4,No
20,Yes,32,3,8200,140,80,44,middle-aged,Contractual,Non-Active,770.9,Yes
15,No,36,3,9000,155,95,48,younger,Pay as you go,Active,840.3,No
25,No,35,3,9800,170,110,52,older,Pay as you go,Active,910.7,No
30,No,42,3,10500,185,130,55,middle-aged,Contractual,Active,980.1,No
22,Yes,28,3,11200,200,150,60,younger,Pay as you go,Non-Active,1050.0,Yes
4,No,25,0,1400,22,7,8,youngest,Pay as you go,Active,112.5,No
9,No,31,1,1900,30,14,11,middle-aged,Pay as you go,Non-Active,185.6,No
6,No,37,1,2600,45,20,15,older,Pay as you go,Active,265.3,No
13,Yes,33,2,3400,60,28,19,younger,Pay as you go,Non-Active,335.4,Yes
10,No,35,1,6000,80,30,40,middle-aged,Pay as you go,Active,500.0,No
5,No,30,0,2000,25,10,15,older,Pay as you go,Non-Active,150.0,Yes
20,Yes,40,2,10000,130,80,50,younger,Pay as you go,Active,900.0,No
2,No,25,0,1000,15,5,8,oldest,Pay as you go,Non-Active,80.0,Yes
8,No,36,1,4000,60,40,25,middle-aged,Pay as you go,Active,350.0,No
25,Yes,42,3,15000,200,150,70,youngest,Contractual,Active,1200.0,No
6,No,28,0,2500,35,20,18,younger,Pay as you go,Active,200.0,No
1,No,22,0,500,8,3,4,older,Pay as you go,Non-Active,60.0,Yes
15,No,38,2,8000,100,60,45,younger,Pay as you go,Active,700.0,No
7,No,33,1,3500,50,25,30,middle-aged,Pay as you go,Active,300.0,No
9,No,34,1,5000,70,35,35,younger,Pay as you go,Active,450.0,No
3,Yes,20,0,1200,18,8,10,older,Pay as you go,Non-Active,100.0,Yes
18,No,39,2,9000,120,70,55,middle-aged,Pay as you go,Active,800.0,No
7,No,31,0,3000,45,15,20,younger,Pay as you go,Active,250.0,No
4,No,27,0,1800,30,12,12,middle-aged,Pay as you go,Non-Active,180.0,Yes
22,Yes,41,3,13000,170,120,65,youngest,Contractual,Active,1100.0,No
11,No,36,1,4800,75,45,32,younger,Pay as you go,Active,420.0,No
2,No,18,0,600,10,4,6,oldest,Pay as you go,Non-Active,55.0,Yes
14,No,37,2,7500,110,55,48,middle-aged,Pay as you go,Active,650.0,No
8,No,32,1,3700,55,28,22,younger,Pay as you go,Active,320.0,No
6,No,30,1,4520,62,18,22,younger,Pay as you go,Active,312.5,No
2,No,38,0,1890,28,5,8,older,Pay as you go,Non-Active,125.8,Yes
11,No,40,2,7800,95,45,35,middle-aged,Pay as you go,Active,678.9,No
0,No,22,0,620,8,3,4,younger,Pay as you go,Non-Active,45.6,Yes
9,No,48,2,9200,110,80,50,younger,Contractual,Active,850.0,No
4,Yes,29,1,3200,45,12,18,middle-aged,Pay as you go,Non-Active,220.3,Yes
7,No,36,1,6100,78,32,27,older,Pay as you go,Active,510.75,No
1,No,18,0,1100,15,7,6,youngest,Pay as you go,Active,98.4,No
8,No,33,1,5400,72,25,30,younger,Contractual,Active,402.0,No
3,No,25,0,2400,35,9,14,middle-aged,Pay as you go,Non-Active,175.2,Yes
14,No,45,3,10500,130,95,55,middle-aged,Contractual,Active,925.0,No
0,Yes,15,0,850,12,2,5,older,Pay as you go,Non-Active,60.5,Yes
5,No,32,1,4300,60,22,20,younger,Pay as you go,Active,310.0,No
2,No,20,0,1900,25,8,11,youngest,Pay as you go,Active,150.9,No
10,Yes,42,2,8200,100,60,40,older,Pay as you go,Non-Active,720.4,Yes
6,No,37,1,5900,80,28,32,middle-aged,Contractual,Active,480.0,No
1,No,28,0,1300,18,4,7,younger,Pay as you go,Non-Active,88.75,Yes
4,No,35,0,3600,50,16,19,older,Pay as you go,Active,260.1,No
16,No,50,3,12000,140,110,60,middle-aged,Contractual,Active,1050.0,No
0,No,12,0,450,5,1,3,youngest,Pay as you go,Non-Active,34.2,Yes
2,No,28,0,520,8,3,5,younger,Pay as you go,Non-Active,45.2,Yes
1,No,32,0,780,15,7,8,youngest,Pay as you go,Active,82.1,No
4,No,29,0,1340,22,15,12,younger,Pay as you go,Active,128.5,No
6,No,35,0,1890,30,18,16,middle-aged,Pay as you go,Active,176.3,No
9,No,37,0,2150,38,24,20,middle-aged,Pay as you go,Active,235.8,No
11,No,36,1,2870,48,31,25,middle-aged,Pay as you go,Active,312.4,No
14,Yes,33,1,3520,60,42,30,younger,Pay as you go,Non-Active,408.7,Yes
8,No,41,0,1680,25,14,19,older,Pay as you go,Non-Active,460.2,Yes
19,No,39,2,4450,72,55,38,older,Pay as you go,Active,534.9,No
